"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"43","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2011-07-31",0.03,0.68,-0.88,0.41,NA,0.38,0.09,NA,NA,-0.1,0,1.5,NA,NA,1.37,0.83,-0.24,2.6,-0.16,NA,4.01,NA,NA,-0.01,6.75,NA,0.22,NA,-0.05,0.09,0.49,0.09,0.16,0.29,NA,1.08,-0.23,0.61,NA,-0.33,-0.06,0.88,NA,0,4.12,0.49,NA,0.14,0.75,0.5,3.78,NA,0.18
"44","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2011-08-31",1.09,1.6,-0.3,0.59,NA,0.08,0.09,NA,NA,0,1.22,0.1,NA,NA,0.03,0,1.14,0.59,-3.53,NA,0.6,NA,NA,-0.01,-0.22,NA,0.4,NA,-0.22,0.13,0.65,0.09,-0.12,-0.06,NA,2.04,0.26,2.77,NA,0.04,-0.17,0.35,NA,0.26,32.61,3.3,NA,0.15,-0.09,0.27,0.19,NA,0.36
"45","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2011-09-30",0,0.7,-0.2,1.66,NA,1.24,0.09,NA,NA,-0.3,0,0.03,NA,NA,2.01,0,0.12,1.94,0,NA,0.88,NA,NA,0.1,1.57,NA,0.07,NA,-0.14,-0.05,0,0.09,0.98,0.02,NA,-0.62,0.12,-0.46,NA,0.88,0.64,0.14,NA,0.13,14.24,2.08,NA,0.25,0.28,0.64,3.67,NA,0.18
"46","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2011-10-31",0.07,1.06,0.1,0.65,NA,-0.8,0,NA,NA,-0.2,0,1.54,NA,NA,0,0.03,-0.08,1.29,-0.1,NA,2.47,NA,NA,0.03,0.21,NA,0.43,NA,1.07,0.01,0,-0.09,0.61,0.69,NA,0.22,-0.09,-0.04,NA,0.31,0.27,0.45,NA,0.26,-15.69,1.04,NA,0.21,0,0.48,1.79,NA,-0.72
"47","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2011-11-30",0.05,0.83,0.69,0.27,NA,0,0.26,NA,NA,0.91,0,0.01,NA,NA,0.75,0,0.03,2,0.06,NA,-1.35,NA,NA,0.18,-0.68,NA,0.32,NA,1.21,0.42,0.65,0.09,0.35,-0.06,NA,0.65,0.45,0.37,NA,-0.05,-0.04,0.24,NA,-0.52,19.39,0.71,NA,0.08,0,0.4,1.21,NA,0
"48","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2011-12-31",1.46,1.29,0,0.59,NA,0.05,0.26,NA,NA,0.3,0.87,0.54,NA,NA,0,0,0.23,3.56,0,NA,2.19,NA,NA,0.22,0.33,NA,0.57,NA,0,1.09,-0.81,0,-0.11,0.77,NA,-0.25,0.06,-0.38,NA,1.04,0.38,0.14,NA,0.26,-4.54,1.17,NA,0.17,0,0.29,1.8,NA,0.18
"49","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-01-31",0,0.84,0.88,0.25,NA,0.93,0.09,NA,NA,1.9,0,-0.2,NA,NA,0.79,1.29,-0.06,0.04,2.34,NA,-0.27,NA,NA,0.21,-1.79,NA,0.04,NA,1.93,0.51,1.54,0,0.13,1.2,NA,0.55,1.62,-3.03,NA,0.09,0.17,3.42,NA,0.26,14.07,0.9,NA,0.25,-0.09,0.56,0.95,NA,0.54
"50","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-02-29",0.05,1.31,0,0.19,NA,0.08,-0.31,-0.39,NA,-0.2,0.35,-0.24,0.8,NA,-0.1,0.02,0.58,0,0.78,NA,1.2,NA,NA,0.17,0.57,NA,0.96,NA,0.02,0.01,1.12,0,0.09,1.07,NA,0.01,1.18,2.7,NA,0.18,0.47,0.17,NA,-0.26,-17.05,6.3,NA,0.08,0.09,0.63,1.5,0.77,0.18
"51","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-03-31",0.04,1.12,0,0.46,NA,0.45,0.1,0.1,NA,1.38,0,-0.11,0.12,NA,0.26,0,0.35,0,-0.01,NA,2,NA,NA,-0.01,0.1,NA,1.16,NA,0.08,0.08,-0.32,0,-0.06,0.99,NA,7.94,0.04,-0.18,NA,0.01,0.42,0.17,NA,0.91,8.41,5.86,NA,0.09,0.09,0.36,-0.35,0.59,0.36
"52","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-04-30",1.06,0.8,0.1,0.57,NA,-0.32,-0.58,0.2,NA,0.78,0.03,-0.19,0,NA,0.06,0,1.3,0,-0.14,NA,0.77,NA,NA,0.36,-0.17,NA,0.03,NA,-0.67,0.84,0.16,-0.09,0.13,-0.02,NA,0.42,0.6,-0.29,NA,-0.04,0.11,0.77,NA,-0.13,-3.81,4,NA,0.14,0.19,0.45,-0.36,1.01,-0.18
"53","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-05-31",0,0.82,0,0.38,NA,1.62,-0.36,0,NA,0.29,0,0.35,0,NA,3.05,0,0.29,0,-0.04,NA,0.65,NA,NA,0.56,0.87,NA,0.07,NA,0.66,0.07,-0.32,0,0.04,-0.99,NA,0.27,-0.09,0.32,NA,-0.06,0.26,0.33,NA,0.26,38.4,2.96,NA,0.06,0,0.49,0.99,0.96,0
"54","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-06-30",0.07,0.78,0.1,1.27,NA,-0.06,0.61,-0.89,NA,-0.19,0,0.03,0,NA,0.32,0,0.79,10.72,0.06,NA,3.84,NA,NA,0.71,0.62,NA,0.7,NA,0.02,0.06,0.24,0,0.03,0.87,NA,0.12,0.14,-1.13,NA,-0.15,1.37,0.2,NA,0.9,-1.81,4.74,NA,0.07,-0.09,0.74,-0.57,0.33,0.36
"55","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-07-31",0.06,0.61,0,0.31,NA,0.05,2.48,0.7,NA,0.77,2.16,0.58,0.05,NA,0.07,0,0.87,0,1.13,NA,1.51,NA,NA,0.39,-1.01,NA,-0.17,NA,0.01,0.13,1.11,-0.09,0.07,0.22,NA,0.01,0.87,-0.23,NA,0.02,0.13,0.59,NA,0,4.83,6,NA,0.14,0.09,0.78,-0.27,0.74,0
"56","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-08-31",0.78,0.73,0.19,0.38,NA,0.94,0.61,-0.3,NA,0.1,0,0.71,0.04,NA,0,0,0.67,0,0.2,NA,-1.02,NA,NA,0.31,-0.45,NA,0.52,NA,0.09,0.07,0.31,0,0.01,0.63,NA,0.55,0.11,4.29,NA,-0.68,-0.01,0.33,NA,0.25,-2.83,5.17,NA,0.16,0.37,0.72,1.1,1.29,0.18
"57","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-09-30",0,0.49,0.39,0.43,NA,-0.02,0.26,0,NA,-0.29,0,0.47,0,NA,0.15,0,1.22,0,0.07,NA,0.66,NA,NA,0.35,0.72,NA,0.79,NA,0.23,-0.01,0.39,-0.09,-0.09,1.15,NA,0.69,0.39,0.59,NA,-0.63,0.37,0.13,NA,0,0.45,1.12,NA,0.57,-0.09,0.42,0.35,0.41,0
"58","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-10-31",0.05,0.7,0.29,0.31,NA,-0.06,0.08,0.4,NA,-0.38,-0.05,-0.36,0.07,NA,0.14,0.2,0.47,0,0.4,NA,0.36,NA,NA,0.41,5.06,NA,-0.1,NA,-0.23,0.01,0.08,-0.09,0.3,0.11,NA,0.44,0.09,-1.31,NA,0.07,0.17,0.78,NA,0.64,-3,1.67,NA,0.12,0.37,0.52,0.18,0.62,0
"59","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-11-30",0.09,0.65,0,0.37,NA,-0.13,-0.48,0.2,NA,2.21,0,0.34,0.02,NA,0.04,0,0.24,0,-0.4,NA,1.22,NA,NA,0.2,-2.78,NA,0.38,NA,-0.04,0.07,-1.4,0,-0.05,1.04,NA,0.46,0.14,-0.68,NA,0.01,0.25,0.48,NA,0,-0.48,1,NA,0.27,0.09,0.56,-0.21,0.05,0
"60","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2012-12-31",0.19,1.02,-0.1,0.3,NA,0.1,0.18,0.29,NA,0.85,0,0.59,0.04,NA,0,-0.36,0.47,0,-0.35,NA,1.09,NA,NA,0.19,-1.17,NA,0.65,NA,-0.47,0,0.79,-0.09,0.06,0.83,NA,0.21,0.83,1.02,NA,0.01,0.21,0.06,NA,0.51,-0.2,2.06,NA,0.2,0.09,0.46,1.14,-0.85,-0.18
"61","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-01-31",0,0.72,0.57,0.3,NA,0.26,-0.24,0.59,NA,-0.19,0.15,0.08,0.04,NA,1.83,1.35,0.08,0,0,NA,1.88,NA,NA,0.35,-4.64,NA,0.34,NA,-3.29,0.12,1.18,0.37,0.41,0.95,NA,0.75,0.84,0.04,NA,0.06,0.15,3.08,NA,0.13,-4.13,8.42,NA,0.33,-0.09,0.58,0.67,-0.15,0
"62","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-02-28",0.06,0.77,0.25,0.31,NA,0.71,1.71,0.88,NA,0.47,0,0.48,0,1.3,1.5,0.16,0.04,0,0,NA,-1,NA,NA,0.12,2.04,NA,0.41,NA,0.54,-0.04,0.85,0,0.32,0.59,-0.19,0.78,-0.06,0.51,NA,0.16,3.07,0.22,NA,-0.13,26.22,8.77,NA,0.14,0.28,0.55,1.03,0.89,0.18
"63","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-03-31",0.04,0.48,0,0.42,NA,0.32,-0.28,-0.29,NA,0.09,0,0.07,0,0.47,0,0.26,0.88,0,1.34,NA,1.36,NA,NA,0.4,0.01,NA,0.44,NA,0.02,0.01,-0.15,0,-0.5,0.02,0.29,0.35,-1.03,0.13,NA,0.07,0.45,0.16,NA,0.63,-24.94,1.54,NA,0.28,0.09,0.28,-0.46,0.71,0.36
"64","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-04-30",1.5,0.69,0,0.37,NA,2.18,0.25,-0.29,NA,0.09,0.15,0.5,0.02,-1.62,1.12,0.1,-0.15,0,1.05,NA,0.06,NA,NA,0.15,-4.42,NA,0.2,NA,0.01,0.15,0.03,0,1.79,0.08,0,0.54,-1.68,-0.91,NA,0,0.05,1.33,NA,0,-0.48,4.21,NA,0.28,0.18,0.47,1.56,0.43,0
"65","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-05-31",0,0.82,0,0.3,NA,3.41,0.08,0.49,NA,0.74,0,1.08,0,1.26,1.05,0,0.71,0,-0.35,NA,0.43,NA,NA,0.18,8.11,NA,0.6,NA,0.09,0.2,-0.1,0.09,-0.16,0.52,0.28,1.21,-1.82,-0.4,NA,0.24,0.18,0.15,NA,0.12,6.28,1.48,NA,0.15,0,0.49,0.57,0.77,-0.36
"66","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-06-30",0.02,0.66,0.07,0.66,NA,0.31,0.38,-0.29,NA,-0.46,0,-0.72,0.01,0.45,0.66,0,-0.5,0,-0.03,NA,0.56,NA,NA,0.46,6.18,NA,0.07,NA,0.08,-0.08,0.1,-0.09,0.08,0.19,-0.86,0.42,5.41,0.21,NA,-0.1,0.13,0.18,NA,0.75,-5.16,2.64,NA,0.17,0.27,0.46,0.24,0.16,0
"67","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-07-31",0,0.85,0,0.3,NA,12.36,0.65,0.68,NA,0,0,0.31,0.01,-1.23,0.5,1.94,-0.08,0,0,NA,0.02,NA,NA,0.18,4.16,NA,0.1,NA,1.38,0.05,0.49,0.09,-0.03,0.51,-0.59,0.34,0.17,1.19,NA,0.02,-0.03,0.58,NA,0,-4.75,2.49,NA,0.16,0.24,0.55,-0.09,0.55,-0.18
"68","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-08-31",0.71,0.84,0.02,0.18,NA,1.34,-0.13,0.1,NA,1.11,0.31,-0.25,0.16,0.6,0,0.31,0.42,0,-0.4,NA,0.13,NA,NA,0.3,0.7,NA,-0.1,NA,0.75,0.6,-0.58,0.09,0.05,0.36,0,0.06,0.17,-0.65,NA,0.15,2.18,0.03,NA,0,2.95,1.27,NA,0.16,0.29,0.31,1.19,0.71,-0.18
"69","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-09-30",0,1.23,-0.23,0.54,NA,1.28,0.76,0.1,NA,1.01,0,0.98,0.51,-0.32,5.27,0.02,0.34,7.26,4.83,NA,0.3,NA,NA,0.2,0.57,NA,0.5,NA,-0.64,0.18,0.49,0.09,-0.07,0.12,0,0.6,1.04,-1.12,NA,0,-0.09,0.27,NA,0.99,3.18,6.17,NA,0.1,0.31,0.22,0.65,0.52,0
"70","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-10-31",0.02,0.95,-0.49,0.23,NA,-0.59,-0.4,-0.19,NA,0.82,0,0.29,0.54,0.2,0.39,0,0.52,-0.65,3.9,NA,0.92,NA,NA,0.27,-0.88,NA,0.07,NA,-0.01,1.36,0.29,0,0.06,-0.03,0,0.72,-0.22,0.15,NA,0.02,-0.21,0.27,NA,0.25,-8.06,10.39,NA,0.15,0.33,0.5,0.12,-0.02,-0.36
"71","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-11-30",0.04,1.12,0,0.77,NA,0.22,-0.34,0,NA,-0.27,-0.19,-0.66,-0.26,-0.87,0.24,0,0.49,0,0,NA,0.97,NA,NA,0.16,-1.3,NA,0.17,NA,0,0.07,-0.19,-0.09,0.21,1.05,-0.15,0.59,0.41,-0.54,NA,-0.08,-0.38,0.09,NA,0.24,6.26,6.61,NA,0.15,0.12,0.56,0.08,0.59,-0.36
"72","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2013-12-31",0.78,1.39,0.29,0.41,NA,2.04,0.17,0.39,NA,-0.99,0,0.96,1.57,1.18,0.67,0,0.73,0,-0.01,NA,1.73,NA,NA,0.05,3.18,NA,0.82,NA,-0.01,0.25,-1.07,0.19,-0.27,0.44,0.01,0.67,-0.32,0.13,NA,0.75,-0.2,0.18,NA,0,8.64,1.34,NA,0.17,0.13,0.41,1.34,0.96,-0.18
"73","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-01-31",0,1.04,0.1,0.18,NA,0.87,1.02,-0.48,NA,0.09,0,0.03,0.11,-0.37,0.03,3.07,0.49,0,5.63,NA,1.91,NA,NA,0.32,3.16,NA,0.32,NA,-0.55,0.13,1.27,0,-0.08,0.42,0.12,0.6,0.19,0.35,NA,-0.02,0.94,2.5,NA,0.12,-5.08,10.9,NA,0.42,0.4,0.42,-1.9,0.25,0
"74","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-02-28",0.09,0.75,0,0.06,NA,0.49,-0.38,0.29,NA,0.91,-0.24,0.26,0.07,-0.18,0.94,0,-0.16,0,0.31,NA,0.91,NA,NA,0.29,-7.03,NA,0.22,6.94,0.25,0.18,-0.68,0.19,0.04,0.67,-0.01,0.36,0.76,0.16,NA,-0.16,-0.39,0.12,NA,0.24,5.31,-0.06,NA,0.15,0.09,0.2,0.48,0.07,-0.18
"75","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-03-31",0.05,1.2,0,1.1,NA,-0.36,0.17,-0.38,NA,-0.72,0,0.42,0.05,-0.17,0.54,0,0.09,0,0,NA,1.52,NA,NA,0.26,7.12,NA,0.15,1.1,-1.16,0.06,0.19,0.28,-0.04,-0.03,-0.56,0.66,0.24,0.66,NA,-0.03,0.32,-0.21,NA,0.85,0.88,0.87,NA,0.17,0,0.15,0.64,1.05,-0.18
"76","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-04-30",1.54,0.77,-0.1,0.11,NA,1.73,-0.07,0,NA,2.45,0,0.9,0.03,0.24,1.16,2.63,0.92,0,0,NA,0.47,NA,NA,0.31,1.46,NA,0.25,0.79,0.12,-0.05,0.1,0,-0.19,0.36,-0.01,0.36,0.24,-0.52,NA,-0.11,0.32,0.35,NA,0,-3.75,0.4,NA,0.3,-0.18,0.62,-0.64,1.13,-0.72
"77","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-05-31",0,0.98,0,0.22,NA,0.23,-0.62,0.1,NA,2.48,0.14,-0.09,0,0.24,0.03,0,0.59,0,-0.22,NA,0.25,NA,NA,0.37,-0.55,NA,0.17,0.18,0.02,-0.01,0,0.09,0.19,-0.07,1.36,0.84,-0.14,0.51,NA,0.01,-0.22,0.09,NA,-0.24,-9.22,0.27,NA,0.07,-0.09,0.8,0.89,0.9,-0.18
"78","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-06-30",0.12,1.27,0,0.98,NA,0.74,-0.1,-0.1,NA,0.17,0,-0.14,0,-0.35,0.03,-0.05,0.59,0,0,NA,0.54,NA,NA,0.15,1.97,NA,0.25,0.36,0.04,0.07,-0.19,0.09,-0.26,0.76,0.01,0.72,-0.08,0.25,NA,0.04,-0.14,0.29,NA,1.21,6.58,4.07,NA,0.09,0.36,0.53,0.3,1.05,0
"79","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-07-31",0.02,1.41,0,0.11,NA,2.15,0.18,0.39,NA,0.69,0,-1.23,0,15.86,0.16,-1.06,0.3,0,0.38,NA,-0.55,NA,NA,0.37,-2.85,NA,0.72,0.3,0,0,-0.58,0,0,0.25,-0.1,0.68,3.35,0.56,NA,0.48,-0.02,0.55,NA,0,-0.4,1.56,NA,0.37,-0.06,0.91,0.75,0.55,0
"80","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-08-31",1.24,1.21,0,0.4,NA,3.37,-0.07,0.29,NA,-0.34,0.18,-0.67,0,-13.56,0.92,0.5,0.6,0,-1.11,NA,-0.25,NA,NA,0.26,-1.76,NA,-0.02,0.72,-0.06,-0.04,0.2,0.09,0.12,1.18,-0.02,0.52,0.05,0.07,NA,-0.51,-0.94,1.65,NA,-0.36,-5.23,0.66,NA,0.14,-0.06,0.28,0.71,0.64,-0.18
"81","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-09-30",0,1.21,0.29,0.62,NA,-0.98,0.11,0.19,NA,-0.6,0,2.85,0,15.75,0.07,0,0.63,0,-0.51,NA,-0.46,NA,NA,0.43,2.06,NA,-0.12,0.83,0.06,0.07,0.2,0,-0.39,0.35,0.05,0.71,0.03,0.59,NA,-0.17,0,0.29,NA,0.36,7.12,0.09,NA,0.05,-0.01,0,1.13,0.7,-0.18
"82","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-10-31",0.1,0.67,0,0.17,NA,0.56,0.32,-0.57,NA,2.6,0,-1.7,0,6.14,0.77,0.06,0.1,0,-0.55,NA,-1.5,NA,NA,0.27,-0.51,NA,0.41,0.47,-0.03,0.05,0.1,0,0.17,0,0.03,0.61,1.09,-0.06,NA,0,0,0.23,NA,-0.24,10.25,-0.12,NA,0.22,0.33,0.4,-0.91,0.01,-0.18
"83","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-11-30",0.1,1.03,-0.07,0.39,NA,1.22,0.12,0.29,NA,0.76,NA,2.26,0.01,-0.13,0.01,0,0.12,0,-0.73,NA,-0.9,NA,NA,0.31,-0.9,NA,0.62,2.98,-0.08,0.05,-0.49,0,-0.03,0.54,0.05,0.72,0.96,0.09,NA,0.08,0.3,0.14,NA,0,10.91,0.32,NA,0.2,-0.18,0.44,0.52,0.38,-0.18
"84","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2014-12-31",0.72,1.17,0.12,0.51,NA,0.1,-0.01,0,NA,0.84,NA,-0.06,0.05,-0.26,0.47,0,-0.75,0,0.01,NA,-1.87,NA,NA,0.18,-1.31,NA,0.31,1.08,-0.02,0.47,-0.1,-0.09,0.01,-0.33,0.26,0.82,-0.65,-0.05,NA,-0.12,-0.02,0.2,NA,0.12,-6.66,0.21,NA,0.16,-0.11,0.4,0.32,0.36,0
"85","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-01-31",0,0.74,0,1.11,NA,0.28,4.06,0.19,NA,11.71,NA,0.7,0.09,-20.03,0.16,1.8,1.05,0,-0.15,NA,10.94,NA,NA,0.42,2.78,NA,0.15,1.74,1.61,-0.09,1.67,0.09,0.46,0.56,0.57,0.91,-2.36,0.03,NA,-0.01,1.91,1.5,NA,0.24,-2.06,8.56,NA,0.23,-0.22,0.3,1.01,0.84,0
"86","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-02-28",0.07,0.67,0.08,0.82,0.02,-0.25,0.12,0.38,NA,0.53,NA,0.16,0,0.07,0.63,0,0.08,0.01,0,NA,0.57,NA,NA,0.64,-2.36,NA,0.32,1.65,0.05,0.02,0.39,0,-0.6,-0.04,-1.99,0.71,0.24,0.19,NA,0.16,0.18,1.37,NA,0.36,8.58,0.32,NA,0.32,-1.73,0.31,-0.14,0.54,0
"87","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-03-31",0.09,0.58,0.02,0.66,-0.04,0.45,0.02,-0.1,NA,-0.27,NA,0.15,0,-0.01,0,0,-0.42,0,0.25,NA,0.33,NA,NA,0.18,10.72,NA,1.7,0.43,0.07,-0.02,-0.67,0,0.02,0.6,-6.81,0.94,0.08,0,NA,0.09,2.15,1.18,NA,0.36,-6.42,0.54,NA,0.23,0.37,0.43,0.49,1.49,0
"88","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-04-30",1.65,0.69,0.13,0.21,0.02,0.26,0.53,0.57,NA,0.42,NA,-0.81,0.01,-0.34,0.12,0.01,0.49,0,-0.49,NA,0.29,NA,NA,0.28,1.71,NA,-0.22,0.86,-0.88,0.16,1.74,0.09,1.76,-0.19,1.09,0.54,0.18,0.03,NA,-0.01,0.21,0.84,NA,0.12,9.41,-0.61,NA,0.45,-0.17,0.45,-0.8,1.13,-0.55
"89","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-05-31",0,0.77,0,0.27,-0.02,0.8,-0.02,0,NA,0.38,NA,-2.3,0,1.27,0,0,0.26,0,2.07,NA,-0.05,NA,NA,0.48,-11.67,NA,0.09,0.39,0,-0.25,0.29,-0.09,0.82,1.02,-0.97,0.99,0.24,-0.22,NA,-0.09,1.21,0.51,NA,0.24,13.23,0.08,NA,0.14,-0.04,0.73,0.11,0.83,-0.19
"90","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-06-30",0.12,1.03,0.11,0.71,0.01,0.68,0.07,0.19,NA,0.68,NA,2.46,0.01,1.02,0.04,-0.05,1.47,0,-0.1,NA,0.73,NA,NA,0.66,6.04,NA,0.03,0.17,0,0.34,0.38,0,0.13,0.23,1.09,0.6,0.12,-0.18,NA,0.12,0.2,0.16,NA,0.83,25.76,1.16,NA,0.2,0.13,0.79,-0.11,0.58,-0.19
"91","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-07-31",0.04,1.14,0.1,0.1,0.11,0.71,-0.14,0.47,NA,-0.22,NA,-0.15,0.02,-0.12,0.67,-0.03,-0.06,0,0.42,NA,0.31,NA,NA,0.27,-2.66,NA,-0.06,0.38,0.11,0.06,0.09,0,0.89,0.53,-1.83,0.42,0.97,1.04,NA,-0.18,-0.45,0.05,NA,0,0.77,0.75,NA,0.28,-0.37,0.24,0.7,0.66,-0.74
"92","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-08-31",1.81,1.16,0.03,0.27,-0.06,0.71,0.43,-0.19,NA,0.45,NA,0.06,0,0.02,1.41,0,0.52,0,0,NA,0.27,NA,NA,0.38,8.09,NA,0.19,1.01,0.28,-0.03,0.38,0.09,-0.1,0.18,1.76,0.52,-0.06,-0.18,NA,0.07,0.17,2.68,NA,0.12,6.51,0.36,NA,0.06,1.22,0.73,1.58,0.59,-0.19
"93","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-09-30",0,1.23,0.06,0.69,0,-0.4,0.1,0.38,NA,-4.68,NA,-0.42,0,-0.06,0.35,0,0.86,0,0.36,NA,1.84,NA,NA,0.63,10.38,NA,0.19,1.87,0,-0.07,0.28,0,0.09,0.23,-1.29,0.6,-0.06,0.03,NA,0.08,-0.77,0.18,NA,0.23,4.3,1.84,NA,0.93,0.39,0.28,0.66,0.62,-0.56
"94","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-10-31",0.09,1.37,0.03,0.23,0.24,-0.08,2.48,-0.38,NA,2.36,NA,0.85,0,-0.43,1.07,0,0.13,0,-0.15,NA,0.07,NA,NA,0.12,0.26,NA,0.12,4.75,-6.6,0.25,-0.47,0.09,1.02,-1.01,2.51,0.18,-0.06,0.72,NA,-0.01,0.15,0.1,NA,0.12,16.15,0.43,NA,0.37,-0.01,0.35,0.04,10.42,-0.19
"95","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-11-30",0.1,1.3,-0.14,-0.07,0.12,-0.82,-0.3,0,NA,2.34,NA,0.08,0,-0.14,0.73,0,0.58,0,-0.18,NA,-0.04,NA,NA,0.51,-3.29,NA,0.15,0.76,7.16,-0.02,0.28,0.09,1.04,0.45,0.75,0.29,-0.06,0.44,NA,0,0.01,0.26,NA,0,1.98,0.06,NA,1.4,0.76,0.21,0.11,4.89,-0.38
"96","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2015-12-31",0.97,1.17,-0.09,0.32,-0.17,-0.62,-0.02,0,NA,0.01,NA,-0.42,0,0.36,1.43,0,0.33,0,-0.09,NA,0.99,NA,NA,0.13,1.54,NA,0.8,3.27,0.37,0.43,-1.31,0,1.75,0.34,-1.59,0.58,-0.06,-0.02,NA,0.01,0.07,0.54,NA,0.23,16.64,0.17,NA,0.21,0.07,0.47,0.56,2.7,0
"97","Furnishings, household equipment and routine household maintenance","PCPIHO_PC_PP_PT","2016-01-31",0,1.5,-0.01,0.1,0.21,2.58,-0.24,-0.09,NA,10.83,NA,0.76,0,0.81,3.76,7.95,0.22,0,2.27,NA,1.33,NA,NA,0.23,-1.17,NA,0.21,0.61,1,0.81,2.38,0.09,2.72,0.98,-1.83,0.55,-0.06,-0.22,0.87,-0.02,-0.3,2.42,NA,0.46,17.94,4.35,NA,0.3,0.19,0.26,0.36,0.79,-0.19
