Country Name,Country Code,Indicator Name,Indicator Code,Attribute,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Common Reference Period
Hungary,944,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,4.85555795691951,3.92992098935075,5.65214517088651,1.73319984983106,-0.227566270988378,-0.0616446800641175,0.394769306686404,2.3482428115016,2.85024792594641,3.3385863538201,3.3267438576673,5.11096534382859,14.6081439492433,
Mexico,273,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,4.15672722680177,3.40737824605737,4.11150981070292,3.80639069747207,4.01861608078674,2.7206406496403,2.82170784747653,6.04145724018993,4.89935015356549,3.63596142127049,3.39683415569999,5.68920847683764,7.89627619168544,
Iceland,176,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,5.39673113167483,4.00102664343116,5.18589988750706,3.87227923748239,2.04461481539336,1.63305558181334,1.69692761997739,1.76041559180607,2.68291768267387,3.01397179156055,2.84792401518658,4.44423970189747,8.3087551155892,
Australia,193,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.91834002677376,3.30385015608742,1.76278015613196,2.44988864142538,2.48792270531403,1.5083667216592,1.2769909449733,1.94864740944521,1.91140094445694,1.61076787290377,0.846905537459291,2.86391042204996,,
Finland,172,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.1841352315465,3.41680754255211,2.80833622561574,1.47828615688805,1.04119621178438,-0.20792883990523,0.3566845008917,0.754015047084414,1.083820984093,1.0240939296343,0.290554555653301,2.19457432339995,7.12350773301414,
"Mauritania, Islamic Rep. of",682,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,5.68631959575962,4.90242727217991,4.12910173783394,3.53436856147326,3.23770308329082,1.48600676958639,2.27503457252095,3.04891482875157,2.30009262117938,2.38569488456317,3.56516484650188,,
Mali,678,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,2.95564395229392,5.32312847064057,-0.606736356351483,0.883814547137825,1.45069057605956,-1.79964707083375,1.75985742927154,0.299546507387885,-1.65826694846368,0.43808894032071,3.92560283104272,,
"Comoros, Union of the",632,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,1.84266300756185,6.31474450315182,-4.29487331536753,,,,,,,,,,
"Slovenia, Rep. of",961,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.80117022137136,1.80285171941908,2.59741386039009,1.76920085881895,0.19934382657086,-0.525552285820839,-0.0549995416704929,1.42910743319297,1.73860861988179,1.63052260754338,-0.0548568157605925,1.91706506089266,8.83369886749451,
Gabon,646,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,1.26331707837419,2.6524182869562,0.505441058915698,4.69045751826283,-0.33879518875336,2.10670712784049,2.65192583143898,4.74906652083221,2.46456756151188,1.35276110675339,1.08690746519407,,
Kuwait,443,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,4.83940349870951,3.25514600287218,2.68229684085039,2.90892672858617,3.27170166092134,3.19839776658372,2.17183298510006,0.543133148199599,1.09184802655847,2.10172954827411,3.42362947609176,,
Honduras,268,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,4.69889064976228,6.76227957314765,5.19618615531847,5.1618989858149,6.12924930313028,3.15783117980921,2.7246122329529,3.93436084442036,4.34734937777535,4.36587159819271,3.46841177951169,4.48087963413448,9.08963911525028,
Spain,184,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.79986457728766,3.19610188833787,2.44612782366813,1.4085810918301,-0.151114837527175,-0.500365709903287,-0.202598000426414,1.95607633363963,1.67498136863795,0.699518994458694,-0.322753017299709,3.09313511976407,8.39057634118639,
Chile,228,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.41071107954318,3.34121694259299,3.00744840213049,1.78955553984588,4.7186752785467,4.34877353217051,3.78619355893114,2.18271846868522,2.43488981353058,2.55754475703325,3.0454908480433,4.52456838259136,11.6438667110559,
Sweden,144,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.15798802715629,2.96115073822138,0.888377506923702,-0.0442929701486378,-0.17963849411465,-0.0467847449832783,0.984269244578003,1.79449904665594,1.95353530127028,1.78415097403834,0.49736731885356,2.16319736447148,8.36929098869186,
Greece,174,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,4.71298907760393,3.3298532335065,1.50152696177748,-0.921269454256891,-1.31226096405516,-1.73588804765279,-0.825653978391,1.12125452031426,0.625621413453594,0.253007522038118,-1.24798355581407,1.22382501019855,9.64525981280642,
Saudi Arabia,456,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,5.33941680637452,5.82621608838853,2.86626887489922,3.53252470694923,2.23629031536968,1.20607322150116,2.06884036053476,-0.838194579675054,2.45814158007533,-2.09333333333333,3.44545825956691,3.06328988941549,2.47407371925372,
United Kingdom,112,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.49265472467064,3.8561124468282,2.57323479654529,2.29166666666665,1.45112016293279,0.36804684232538,1.00841736811402,2.55775577557755,2.29283990345939,1.73810460086511,0.989486703772428,2.51837109614205,7.92204883147915,
Indonesia,536,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,5.1342040076793,5.35604778982152,4.27949999641974,6.41251330156415,6.39492540819922,6.36312113115612,3.52580515687931,3.80879806953162,3.19834641562404,3.03058664969489,1.92096800566847,1.56012990525684,,
Czech Rep.,935,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.4727272727273,1.91721913635547,3.28762306610409,1.43829787234042,0.343988589646784,0.309364548494973,0.683504209385684,2.45053398460138,2.14949494949494,2.84787595918046,3.16129528497809,3.83984491500148,15.1001651468371,
Denmark,128,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.31092436974788,2.75868226051246,2.39791485664639,0.78907178007805,0.564020540449537,0.452034153691615,0.249999999999986,1.14713216957608,0.813609467455624,0.758131572511608,0.420711974110036,1.85304543989688,7.69656699889258,
Belgium,124,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.18929920422459,3.53208210722743,2.83966343445898,1.11309594027538,0.340002833356948,0.561429152790119,1.97385264653171,2.12597086002609,2.05316499865181,1.43681956996435,0.740791812220376,2.44024851144081,9.59751172872498,
New Zealand,196,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.30202385958575,4.0279066739204,1.05991318445632,1.13442266445813,1.22750750597406,0.292704628136089,0.646240284454491,1.85078767452533,1.59829703801697,1.6196319018405,1.71456170007245,3.94112060778727,7.17222476016445,
Israel,436,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.71664057463854,3.47857270934194,1.68948189221972,1.57621197921105,0.486495554437162,-0.634390651085134,-0.546034946236578,0.244953121040651,0.817323896191429,0.844128708733823,-0.588430300016591,1.49228845352231,4.39461146706093,
Japan,158,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,-0.72824320751775,-0.272455616101255,-0.044064510443309,0.335037912184811,2.75922671353252,0.795279630579776,-0.127258844489678,0.484199796126396,0.989094598021791,0.468776159383896,-0.0249958340276393,-0.233352779398284,2.4977027817225,
South Africa,199,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,4.08972989470472,4.99926696965253,5.72465791678303,5.78446909667192,6.12983770287144,4.54064227737913,6.57139642173961,5.1842466476613,4.51716522786587,4.12024587014983,3.21003597454108,4.61167217803199,7.03972661255874,
"Estonia, Rep. of",939,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.97204512015695,4.9819013145361,3.93339987296978,2.78056658954996,-0.106175146521707,-0.492326006547342,0.148684907627361,3.41723549488055,3.43632688420446,2.27725931243517,-0.444531097679854,4.65316673847481,19.3982634080617,
"China, P.R.: Hong Kong",532,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.29289088604678,5.30524892993917,4.0539095090384,4.33799342105263,4.42364532019705,2.99084819322577,2.40930743862222,1.49387243939528,2.40613432046537,2.88320853773991,0.25096202108081,1.56875834445926,1.88136707196845,
"Bahrain, Kingdom of",419,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,-0.400040697488063,2.75739669962976,3.30001156888439,2.64755321246193,1.8486274237498,2.78679347602047,1.38671830576398,2.08766938046982,1.00582004702132,-2.31770629331373,-0.606319385140907,,
"Lesotho, Kingdom of",666,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.46152586635755,5.03663052101557,6.05143662139977,4.86511899496378,5.37028961008587,3.21844513655931,6.59650490696544,4.44769937376299,4.75180301624741,5.18708359197993,4.97809676252292,6.04774591950681,8.27180389943034,
"Netherlands, The",138,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.27530569556686,2.34107017751371,2.45554765291608,2.50689852657884,0.976035079699663,0.600248147278775,0.316666666666663,1.3814587140721,1.70349794744475,2.63369910249593,1.2724603778917,2.67572008805382,10.0012078753473,
"Korea, Rep. of",542,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.93928652655685,4.02596500436097,2.18707104433314,1.3013475454741,1.27477446401324,0.706331772455733,0.971685739912178,1.94433230786366,1.47583935002643,0.383000303608065,0.537288023411789,2.49833333333333,5.08788760792859,
Ireland,178,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,-0.922095829024473,2.55718883186919,1.69620897294546,0.508714869485454,0.182542316627935,-0.289879079012745,0.00830633773569894,0.340531561461796,0.488370168032441,0.939044481054354,-0.334584625428433,2.3581429624171,7.80737540996721,
Slovak Rep.,936,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,0.95701813297514,3.91928599146295,3.60610263522884,1.40047368963032,-0.0761653295419925,-0.325219777427731,-0.520010196278338,1.31194588223235,2.51403712883807,2.66456133425443,1.9369412669422,3.14960629921261,12.774146363761,
Portugal,182,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.4025728989537,3.65301100430728,2.7733385405158,0.274416666666681,-0.278153367467435,0.487938623904753,0.607397074641652,1.36861411643483,0.993715683468226,0.338178410046148,-0.0124383299576134,1.26565719069048,7.83269124233316,
Qatar,453,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,1.13836623529203,2.3153485343166,3.22197756829287,3.34972085659527,1.81407723937757,2.67659170098195,0.39487891408299,0.255815382724386,-0.666641124861119,-2.54031503004763,2.30446565742003,4.99527553740764,
"Palau, Rep. of",565,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.4421901735517,4.67469879518072,3.61418047882137,3.35481004221283,4.19174548581255,0.949040643697146,-1.04230533415084,1.41798819666922,2.10970464135021,0.267379679144391,0.218181818181813,2.61248185776489,,
Burundi,618,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,6.49326591473996,9.59216605979671,18.1610453065451,7.93795807492415,4.40535234185288,5.54468891259786,5.55768961400966,16.0525353030392,-2.8146980766847,-0.686772170797239,7.32110643415514,8.4045384507634,,
"Equatorial Guinea, Rep. of",642,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,4.80538922155687,3.6566204827882,2.94887694639658,4.30999866149112,1.67663085315986,1.41193915479014,0.74559921849751,1.34988438751675,1.2386986020511,4.76970498098298,,,
Kiribati,826,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,-3.89955040651655,1.49740979875966,-3.04586292775567,-1.48805908468102,2.10398520925043,0.572015743634264,1.91731090233376,0.355520888546847,0.564030491493455,-1.81307995302947,,,,
Rwanda,714,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,-0.246128693436927,3.0801706924026,10.2710182318876,5.92426867984847,2.35449052820364,2.52850284192421,7.17434301982013,8.27953672260827,-0.31121016039066,3.34787655037641,9.85039902274209,-0.391346748300805,,
Senegal,722,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.22868119673344,3.40322829786968,1.41822871177847,0.710245486695229,-1.09025507446893,0.135211933635219,0.837284942557413,1.31815314847785,0.460985642464253,1.7585651759566,2.54743464570551,,,
Bhutan,514,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,,,,8.27106093949328,4.54814395082202,3.21988689395718,4.9550836698513,2.72396386183717,2.72643037388824,5.62936522632515,7.3468144053353,,
"South Sudan, Rep. of",733,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.16962180301103,46.8521757193597,45.5258978371706,-0.0580909784225333,1.67429906295519,52.7663304192143,379.999585624026,187.851630279442,83.5015294921999,87.2413641500032,29.6758435538571,10.5167158294359,,
"China, P.R.: Macao",546,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.80947242060847,5.8062461669104,6.10738928336547,5.50057779178487,6.04823452094079,4.56056338028169,2.36895749705903,1.22812404052807,3.00446293166948,2.75193081051977,0.811410511491573,0.0264543647054865,,
Mauritius,684,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.93236301369863,6.52249254869339,3.85216033315979,3.54329573934837,3.21769191994683,1.28654970760234,0.977675134719019,3.66699702675916,3.21605383144581,0.40565519030952,2.58080077182828,4.02852888157379,10.7737512242899,
Zimbabwe,698,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.02267002518892,3.46612972817489,3.72532666110647,1.63495041543822,-0.197784810126582,-2.43096842383406,-1.54366960054163,0.893962316050058,10.6188658669575,255.304990757856,557.20181736205,98.5461050920624,,
West Bank and Gaza,487,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.74915727597098,2.87724358495941,2.77908768282492,1.72439933626924,1.73298510037452,1.4316114581047,-0.219106604907299,0.212570934228838,-0.195107773730696,1.58018333639461,-0.735332001092249,1.23748102831381,,
Singapore,576,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.82366134885609,5.24779339840481,4.57560270376522,2.35860415399835,1.02514803039394,-0.522618167075314,-0.532268739716299,0.576260310166378,0.438620118446797,0.565260568780353,-0.181916666666666,2.30485959040487,6.12106004039415,
Kenya,664,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,14.0224939638475,9.37776748155124,5.71749357037732,6.87815499275946,6.58217440250398,6.29715752456273,8.00572279134671,4.68981976129855,5.23585999425423,5.40481467184518,6.11090916378166,,
Nepal,558,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,9.32650410745394,9.22707546125953,9.45980980357128,9.04016311917648,8.36415469659554,7.86890895590907,8.79034332004627,3.62709610696609,4.06116338751071,5.56868547784925,5.05236655289215,4.08791045882441,,
Bolivia,218,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.50327605844241,9.88446419823888,4.51560291399368,5.73640023719611,5.7666007457914,4.05961041135648,3.62321431764138,2.8227580554717,2.27205987230149,1.8395450496903,0.940742153381826,0.737383721452317,1.74632872945972,
Mongolia,948,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,10.0462065881651,8.41121495327103,14.3303348325837,10.4906567588242,12.253980812976,5.73568281938326,0.733272227314396,4.3014310530234,6.82424790145524,7.30106953550724,3.79604026111248,7.35281243380224,,
Jordan,439,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,4.84551875852119,4.16244162927781,4.51522956670999,4.82462314269541,2.89947905006047,-0.876851359704011,-0.77843046305413,3.32389447576097,4.46231108475486,0.761514047265507,0.333294350628431,1.34609377243117,4.22915568897118,
British Virgin Islands,371,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,,,,,,1.05627873018909,,,,,,,
Tonga,866,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.53491239189832,6.27075302995688,1.14753853706054,0.775629322367459,2.51087633253702,-1.05399831971282,2.57815515245081,7.51706283551118,5.03209691984876,1.17954334821805,-0.349737696727463,5.64051140636751,,
Grenada,328,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.43650905943354,3.03347280334728,2.41077704021866,-0.0439997864828168,-0.983603055554931,-0.515448031435387,1.65038994431579,0.908458255874197,0.804102313277037,0.598149764736019,-0.740732597045495,1.21951193916844,,
"North Macedonia, Republic of",962,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.50997522027615,3.90475422069738,3.31605566687646,2.78500056726116,-0.281705032928538,-0.299920475631447,-0.239290787684503,1.35161889677439,1.45831298507127,0.7664395734597,1.20007348888481,3.2307491213292,,
"Serbia, Rep. of",942,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,6.14255360247247,11.1373976342129,7.33038589596637,7.69426362896665,2.0824479388015,1.39235822000186,1.12231397417766,3.13106248590118,1.95984076293803,1.8492298451109,1.5755329008341,4.08510285335105,11.9815117344702,
St. Lucia,362,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.25034409180125,2.76940794144095,4.17763587102517,1.46856511035428,3.5169555136924,-0.983600952697019,-3.07821765676926,0.104262078958408,1.93561893150608,0.53908755919174,-1.75580833517596,2.41070312174384,,
"Mozambique, Rep. of",688,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,12.4255421735156,11.1666056127874,2.60245456956622,4.26135250941965,2.55974875844296,3.55075967356746,17.4180418197597,15.1132073899384,3.91133439990734,2.78110631182943,3.14169129409215,5.68848699126618,,
Papua New Guinea,853,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,4.44083401028976,4.53720508166968,4.96031746031746,5.22211720226844,5.99595778127105,6.67372881355932,5.42204568023832,4.37448921453167,3.92867290939598,4.87167398565548,4.48359014042394,,
Solomon Islands,813,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,,,,,-0.574469286359535,0.512485626268799,0.488686760260994,3.46147484973745,1.63485544012241,2.96354992076069,-0.115437894412793,,
Ukraine,926,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,9.37293105078976,7.95572466274646,0.568727971803897,-0.2389486260454,12.0718562874251,48.6998646434423,13.9127101997796,14.4383227488749,10.9518559353179,7.88671745611131,2.73249209419421,9.36313917695228,20.1836366617479,
Panama,283,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.49128867487524,5.87580249989755,5.69819940307864,4.02716053442986,2.62668365353325,0.136399710403455,0.739734025300016,0.875585918759904,0.761578359399942,-0.355083821021217,-1.55027540803759,1.63070337301892,2.85748282185325,
Guadeloupe,329,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,2.57489849893412,1.87903142354525,0.913299983917801,0.353122745801943,0.299223523315195,-0.0941658819509976,,,,,,,
"Congo, Dem. Rep. of the",636,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,,,0.808223101487066,1.24303889760764,0.744198994781517,2.88585107290007,,,,,,,
New Caledonia,839,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,2.42899693753408,1.74967234600262,1.27761318992723,0.1788510607855,0.57050814104803,0.578317435521155,,,,,,,
Brunei Darussalam,516,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,0.137911563169607,0.111766261400246,0.389205053123631,-0.207108731719871,-0.488347420743493,-0.278693265753069,-1.26050564628963,1.02505179290213,-0.39052206916549,1.94031996607177,1.73341388450597,,
Seychelles,718,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,-2.40463875108223,2.5592677223095,7.11037062326403,4.33893848329104,1.38583454581263,4.04194410725622,-1.01548191697645,2.85679575568451,3.70291839111564,2.07476436485002,8.27685811437226,,,
Cabo Verde,624,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,2.07866470906422,4.47388342165027,2.54039644167111,1.50654285701401,-0.238778144990613,0.131187999024479,-1.40781637091702,0.784415251101352,1.25699566690507,1.10666674296061,0.605795808395497,1.86215297494638,,
Togo,742,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,1.44594517430866,3.56351472903955,2.57718174055852,1.82539475909161,0.190875076249797,2.5839052698704,1.28524660824512,-0.980289495517426,0.928170503538601,0.685897590895544,1.82754038520035,,,
Botswana,616,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,,8.45987233408587,7.53690261091916,5.88460707056811,4.40225309243431,3.06203169580561,2.81495791361943,3.30828076768219,3.2380155894771,2.7728644286333,1.89035916824197,7.2409776558845,11.5882883538839,
Lebanon,446,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,3.98347941855833,4.9714857169238,6.58147447683684,4.82101956297392,1.85460421340916,-3.74914524799635,-0.783359624361532,4.32135218303196,6.07698907889605,3.00538949390381,84.8643330472041,154.756096023393,,
Sierra Leone,724,"Consumer Price Index, All items, Percentage change, Previous year",PCPI_PC_CP_A_PT,Value,7.18566275668153,6.79138291952623,6.58776239392583,5.52412877994273,4.63931171409664,6.68943562498681,10.8860609413903,18.2215094003386,16.0295447693699,14.804999090602,13.4468711101052,11.8739588840234,,
